"RespondentId"	"living_situation"	"rent_mo"	"util_mo"	"food_mo"	"transp_mo"	"healthCare_mo"	"household_items_mo"	"take_loans"	"recieve_fin_support"	"provide_fin_support"	"expenditures_exceed_income"	"mental_health_stipend_impact"	"food_insecurity"	"residency_status"	"is_otherRace"	"is_other"	"parental_education"	"Race"	"Sex_Gen"
"595"	96325630	"Other"	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"596"	96325795	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"597"	96326083	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"Less than $200"	"Less than $100"	"$100-$200"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"598"	96326114	"I live alone."	"$1100-$1300"	"$100-$150"	"$200-$300"	"More than $400"	"$300-$400"	"$100-$150"	""	"Yes"	"Yes"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"599"	96326296	"I live alone."	"$1100-$1300"	"More than $150"	"$600-$700"	"More than $400"	"More than $500"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	NA
"600"	96326326	"I live with my parents/guardians."	"$900-$1100"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"A few times a week"	"International"	""	""	"Secondary school education (high school degree)"	"Asian"	"Cisgender woman"
"601"	96326602	"I live with my spouse/partner."	"$900-$1100"	"Less than $50"	"$300-$400"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	""	"A few times a month"	"Domestic"	""	""	"Some secondary school education"	"Asian"	"Cisgender woman"
"602"	96326786	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"More than $1000"	"More than $400"	"$200-$300"	"More than $200"	"Yes"	"Yes"	"Yes"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"603"	96326882	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$600-$700"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender woman"
"604"	96326895	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$700-$800"	"$200-$300"	"$200-$300"	"$100-$150"	"Yes"	"Yes"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"605"	96326912	"Other"	"$1100-$1300"	"More than $150"	"$900-$1000"	"More than $400"	"Less than $100"	"Less than $50"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Some secondary school education"	"Hispanic or Latino"	"Cisgender woman"
"606"	96326940	"Other"	"Less than $500"	"$100-$150"	"Less than $200"	"$100-$200"	"$100-$200"	"$150-$200"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"607"	96327014	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Primary school education"	"Black"	NA
"608"	96327316	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$400-$500"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"609"	96327779	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$200-$300"	"$200-$300"	"$200-$300"	"$100-$150"	"No"	"No"	"Yes"	"No"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"610"	96327819	"I live with roommates."	"$900-$1100"	"More than $150"	"$200-$300"	"$100-$200"	"$200-$300"	"$150-$200"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"611"	96328041	"I live with roommates."	"$500-$700"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"612"	96328050	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"No"	"No"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"613"	96328200	"I live with roommates."	"$700-$900"	"$100-$150"	"$300-$400"	"$100-$200"	"$100-$200"	"$150-$200"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"614"	96328486	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$500-$600"	"$300-$400"	"$300-$400"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"615"	96328566	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"More than $1000"	"More than $400"	"$100-$200"	"More than $200"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"616"	96328809	"I live alone."	"$1100-$1300"	"More than $150"	"$600-$700"	"$300-$400"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"617"	96329107	"I live with roommates."	"$700-$900"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"618"	96329293	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$400-$500"	"$300-$400"	"$200-$300"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"619"	96329371	"Other"	"$500-$700"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a month"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"620"	96329466	"I live alone."	"More than $1300"	"More than $150"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"No"	"Daily"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	NA
"621"	96329560	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$300-$400"	"$200-$300"	"More than $500"	"$100-$150"	"Yes"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"622"	96329670	"Other"	"$1100-$1300"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"623"	96329849	"I live with my spouse/partner."	"I don't spend any money on rent."	"$100-$150"	"$300-$400"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Associate's degree"	"Black"	"Cisgender woman"
"624"	96329884	"I live with my spouse/partner."	"Less than $500"	"$50-$100"	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"No"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"625"	96329906	"I live alone."	"$1100-$1300"	"$50-$100"	"$300-$400"	"$100-$200"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"A few times a week"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"626"	96329928	"I live with roommates."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender man"
"627"	96329932	"I live with roommates."	"$500-$700"	"More than $150"	"$400-$500"	"$100-$200"	"Less than $100"	"$150-$200"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"628"	96329973	"I live with roommates."	"$900-$1100"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"629"	96330137	"I live alone."	"More than $1300"	"$100-$150"	"$300-$400"	"$100-$200"	"Less than $100"	"$100-$150"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Doctorate degree"	"Black"	"Cisgender woman"
"630"	96330140	"Other"	"$500-$700"	"Less than $50"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"631"	96330200	"I live alone."	"More than $1300"	"More than $150"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"Yes"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	NA
"632"	96330260	"I live with my spouse/partner."	"$1100-$1300"	"$100-$150"	"$700-$800"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	"Other"	"Other"	"Bachelor's degree"	"White"	NA
"633"	96330288	"I live with roommates."	"$700-$900"	"Less than $50"	"$300-$400"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Primary school education"	"Hispanic or Latino"	"Cisgender woman"
"634"	96330332	"I live alone."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"$200-$300"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"Yes"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"Hispanic or Latino"	"Cisgender woman"
"635"	96330417	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"No"	"No"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"636"	96330423	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"Less than $200"	"$200-$300"	"Less than $100"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"637"	96330492	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"638"	96330509	"I live with roommates."	"$1100-$1300"	"Less than $50"	"$300-$400"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"639"	96330522	"I live with roommates."	"$900-$1100"	"I don't spend any money on utilities."	"$300-$400"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	NA
"640"	96330575	"Other"	"$900-$1100"	"More than $150"	"$400-$500"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"641"	96330615	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$300-$400"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Transgender woman"
"642"	96330947	"I live with roommates."	"$700-$900"	"$50-$100"	"$300-$400"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"No"	""	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"643"	96331451	"I live alone."	"$700-$900"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"644"	96331672	"I live alone."	"$1100-$1300"	"More than $150"	"$600-$700"	"Less than $100"	"Less than $100"	"$150-$200"	"No"	"Yes"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"645"	96331736	"I live alone."	"$1100-$1300"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"646"	96332174	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$400-$500"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"No"	"Sometimes"	"Daily"	"A few times a month"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"647"	96332654	"I live alone."	"$700-$900"	"$100-$150"	"$300-$400"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"648"	96333088	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$200-$300"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"649"	96333479	"I live with roommates."	"$500-$700"	"$50-$100"	"$400-$500"	"Less than $100"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"Yes"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"650"	96333963	"I live alone."	"$500-$700"	"$100-$150"	"$300-$400"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"651"	96333980	"I live with my spouse/partner."	"More than $1300"	"$100-$150"	"$300-$400"	"$200-$300"	"$300-$400"	"$50-$100"	"No"	"No"	"Yes"	"No"	"Daily"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"652"	96334397	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$500-$600"	"$200-$300"	"$200-$300"	"More than $200"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
"653"	96334648	"I live alone."	"More than $1300"	"$50-$100"	"$600-$700"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"654"	96335264	"Other"	"$700-$900"	"More than $150"	"$800-$900"	"$300-$400"	"$100-$200"	"$150-$200"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"655"	96335282	"I live alone."	"$500-$700"	"$50-$100"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"No"	"Never"	"Never"	"Domestic"	""	""	"Primary school education"	"Hispanic or Latino"	"Cisgender woman"
"656"	96335681	"I live with my parents/guardians."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"Less than $200"	"$100-$200"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"Black"	"Cisgender woman"
"657"	96337211	"I live with my spouse/partner."	"$700-$900"	"$50-$100"	"$300-$400"	"$100-$200"	"$200-$300"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"A few times a week"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	NA
"658"	96337673	"I live with roommates."	"$700-$900"	"Less than $50"	"$200-$300"	"$300-$400"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Daily"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"659"	96337949	"I live alone."	"$700-$900"	"$100-$150"	"$500-$600"	"$300-$400"	"$300-$400"	"$100-$150"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"A few times a month"	"International"	""	""	"Master's degree"	"Asian"	"Cisgender woman"
"660"	96339019	"I live with roommates."	"$900-$1100"	"$50-$100"	"$200-$300"	"$100-$200"	"Less than $100"	"Less than $50"	"No"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"661"	96339333	"I live with my spouse/partner."	"I don't spend any money on rent."	"I don't spend any money on utilities."	"More than $1000"	"$100-$200"	"I don't spend any money on health-related fees."	"More than $200"	"No"	"No"	"Yes"	"No"	"Never"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"662"	96340145	"I live with roommates."	"$900-$1100"	"$50-$100"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"Yes"	"Yes"	"Daily"	"Daily"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"663"	96341290	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$200-$300"	"Less than $100"	"Less than $100"	"Less than $50"	"Yes"	"Yes"	"No"	"Sometimes"	"Daily"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"664"	96342057	"I live alone."	"More than $1300"	"Less than $50"	"Less than $200"	"Less than $100"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"665"	96342068	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$500-$600"	"$100-$200"	"$200-$300"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"666"	96342498	"I live alone."	"$1100-$1300"	"$50-$100"	"$200-$300"	"$200-$300"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender man"
"667"	96342631	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$600-$700"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender man"
"668"	96342967	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$900-$1000"	"More than $400"	"$100-$200"	"$100-$150"	"Yes"	"No"	"Yes"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Primary school education"	"Asian"	"Cisgender woman"
"669"	96343029	"I live with my spouse/partner."	"More than $1300"	"More than $150"	"$300-$400"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"Sometimes"	"A few times a month"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"Asian"	"Cisgender man"
"670"	96343049	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$900-$1000"	"$200-$300"	"$200-$300"	"$100-$150"	"No"	"Yes"	"Yes"	"Sometimes"	"A few times a week"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"671"	96343167	"I live with roommates."	"$500-$700"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"672"	96344068	"I live with my spouse/partner."	"I don't spend any money on rent."	"More than $150"	"$700-$800"	"$200-$300"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"673"	96345350	"I live with roommates."	"$700-$900"	"$100-$150"	"$500-$600"	"$200-$300"	"Less than $100"	"$100-$150"	"No"	"No"	"No"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"674"	96346066	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$600-$700"	"$200-$300"	"$200-$300"	"$50-$100"	"No"	"No"	"Yes"	"Yes"	"Daily"	"A few times a week"	"Domestic"	""	""	"Doctorate degree"	"White"	"Cisgender woman"
"675"	96346199	"I live with roommates."	"$900-$1100"	"$100-$150"	"$400-$500"	"$200-$300"	"$100-$200"	"$100-$150"	"Yes"	"Yes"	"Yes"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Associate's degree"	"Asian"	"Cisgender man"
"676"	96346201	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$400-$500"	"$100-$200"	"$100-$200"	"$100-$150"	"No"	"No"	"Yes"	"Yes"	"Daily"	"A few times a month"	"International"	""	""	"Bachelor's degree"	"Asian"	"Cisgender woman"
"677"	96346202	"I live with my spouse/partner."	"Less than $500"	"$100-$150"	"$700-$800"	"$100-$200"	"Less than $100"	"$50-$100"	"No"	"Yes"	"No"	"Sometimes"	"A few times a month"	"Never"	"International"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"678"	96346204	"I live with my spouse/partner."	"$900-$1100"	"$100-$150"	"$500-$600"	"I don't spend any money on transportation."	"I don't spend any money on health-related fees."	"$100-$150"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"A few times a month"	"Domestic"	""	""	"Secondary school education (high school degree)"	"White"	"Cisgender woman"
"679"	96346206	"I live alone."	"More than $1300"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"Yes"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"680"	96346209	"I live with my spouse/partner."	"$500-$700"	"$100-$150"	"$300-$400"	"$100-$200"	"I don't spend any money on health-related fees."	"$50-$100"	"Yes"	"Yes"	"No"	"Sometimes"	"Never"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender man"
"681"	96346210	"I live with my spouse/partner."	"$900-$1100"	"More than $150"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"No"	"No"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"682"	96346212	"I live with my spouse/partner."	"$700-$900"	"More than $150"	"$500-$600"	"$200-$300"	"Less than $100"	"$50-$100"	"No"	"No"	"Yes"	"No"	"Once in a while"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"683"	96346219	"I live alone."	"$500-$700"	"More than $150"	"$700-$800"	"More than $400"	"Less than $100"	"Less than $50"	"Yes"	"No"	"Yes"	"No"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"684"	96346221	"I live with roommates."	"$500-$700"	"$100-$150"	"$400-$500"	"$100-$200"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"685"	96346224	"I live alone."	"$900-$1100"	"$100-$150"	"$200-$300"	"$100-$200"	"I don't spend any money on health-related fees."	"Less than $50"	"Yes"	"No"	"No"	"No"	"Daily"	"A few times a week"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"686"	96346233	"I live with roommates."	"$700-$900"	"Less than $50"	"$200-$300"	"Less than $100"	"Less than $100"	"$50-$100"	"Yes"	"Yes"	"No"	"Yes"	"A few times a month"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	NA
"687"	96346243	"I live with my spouse/partner."	"$700-$900"	"$100-$150"	"$200-$300"	"$200-$300"	"$100-$200"	"$50-$100"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Some secondary school education"	"White"	"Cisgender man"
"688"	96346248	"Other"	"$900-$1100"	"More than $150"	"$500-$600"	"$300-$400"	"$200-$300"	"$50-$100"	"Yes"	"No"	"Yes"	"Sometimes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Associate's degree"	"White"	"Cisgender woman"
"689"	96346251	"I live alone."	"$700-$900"	"Less than $50"	"$200-$300"	"More than $400"	"I don't spend any money on health-related fees."	"Less than $50"	"No"	"No"	"Yes"	"No"	"A few times a week"	"Daily"	"International"	""	""	"Doctorate degree"	"Asian"	"Cisgender man"
"690"	96346253	"Other"	"$1100-$1300"	"$100-$150"	"Less than $200"	"$300-$400"	"Less than $100"	"Less than $50"	"No"	"No"	"No"	"Sometimes"	"Once in a while"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"Black"	"Cisgender woman"
"691"	96346257	"I live alone."	"$700-$900"	"$100-$150"	"$200-$300"	"$100-$200"	"$100-$200"	"Less than $50"	"Yes"	"No"	"No"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"692"	96346259	"I live with roommates."	"$700-$900"	"More than $150"	"$500-$600"	"$200-$300"	"$100-$200"	"Less than $50"	"No"	"No"	"No"	"Yes"	"A few times a week"	"Never"	"Domestic"	""	""	"Master's degree"	"White"	"Cisgender woman"
"693"	96346271	"I live with my spouse/partner."	"$1100-$1300"	"More than $150"	"$500-$600"	"$200-$300"	"I don't spend any money on health-related fees."	"$50-$100"	"No"	"Yes"	"No"	"No"	"A few times a month"	"Never"	"Domestic"	""	""	"Bachelor's degree"	"White"	"Cisgender woman"
"694"	96346281	"I live with my spouse/partner."	"$500-$700"	"More than $150"	"$500-$600"	"$200-$300"	"Less than $100"	"$100-$150"	"Yes"	"Yes"	"Yes"	"Yes"	"A few times a week"	"Once in a while"	"Domestic"	""	""	"Secondary school education (high school degree)"	"Black"	"Cisgender woman"
