"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"25000"	"1.04"	"2016-2017"	"4th"	NA	"$25,000"	NA	NA	NA	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"26100"	"1.08"	"2019-2020"	"1st"	"$200 Student Activities Fee"	NA	"$19,739"	"$6,561"	"$200"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"25000"	"1.04"	"2020-2021"	"1st"	NA	"$25,000"	NA	NA	NA	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"20521"	"0.85"	"2020-2021"	"2nd"	NA	NA	"$20,840"	NA	"$319"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"20677"	"0.86"	"2020-2021"	NA	NA	NA	"$20,840"	NA	"$163"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"27461"	"1.14"	"2021-2022"	"3rd"	NA	"$27,787"	NA	NA	"$326"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Temple University"	"Psychology"	"24000"	"1.00"	"2022-2023"	"5th"	NA	"$24,000"	NA	NA	NA	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	104	36108.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Texas Christian University"	"Psychology"	"19750"	"0.91"	"2019-2020"	NA	NA	"$19,750"	NA	NA	NA	"Texas Christian University"	"Fort Worth, TX"	"Dallas-Fort Worth-Arlington, TX"	97	35422.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Texas Christian University"	"Psychology"	"19500"	"0.89"	"2016-2017"	NA	NA	"$19,500"	NA	NA	NA	"Texas Christian University"	"Fort Worth, TX"	"Dallas-Fort Worth-Arlington, TX"	97	35422.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Texas Tech University"	"Psychology"	"12500"	"0.62"	"2016-2017"	"1st"	"Waives out of state tuition. Students pay about $2000 per year in tuition. Fees waived."	NA	"$10,500"	"$2,000"	NA	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	218	30409.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Texas Tech University"	"Psychology"	"13200"	"0.65"	"2020-2021"	"2nd"	NA	"$15,200"	NA	NA	"$2,000"	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	218	30409.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"The Catholic University of America"	"Psychology"	"20000"	"0.70"	"2010-2011"	NA	NA	"$20,000"	NA	NA	NA	"The Catholic University of America"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	139	45905.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"The Catholic University of America"	"Psychology"	"16580"	"0.54"	"2022-2023"	"1st"	NA	NA	"$18,000"	NA	"$1,420"	"The Catholic University of America"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	139	45905.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"The Catholic University of America"	"Psychology"	"18600"	"0.60"	"2022-2023"	"1st"	NA	NA	"$20,000"	NA	"$1,400"	"The Catholic University of America"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	139	45905.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Tulane University"	"Psychology"	"18200"	"0.79"	"2016-2017"	NA	"Fees range depending on credit hours, but mandatory fees are around 400 per semester (jumps to <span class=\"\"truncated\"\"> around 800 - 100 once you&#39;re at 9+ credit hours).</span>"	NA	"$19,000"	NA	"$800"	"Tulane University"	"New Orleans, LA"	"New Orleans-Metairie, LA"	40	33945.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Tulane University"	"Psychology"	"19000"	"0.82"	"2017-2018"	"1st"	NA	NA	"$19,000"	NA	NA	"Tulane University"	"New Orleans, LA"	"New Orleans-Metairie, LA"	40	33945.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"Tulane University"	"Psychology"	"22000"	"0.95"	"2020-2021"	"6th and up"	NA	NA	"$19,000"	"$3,000"	NA	"Tulane University"	"New Orleans, LA"	"New Orleans-Metairie, LA"	40	33945.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University at Albany - SUNY"	"Psychology"	"17400"	"0.76"	"2018-2019"	"1st"	"The SUNY Universities have a graduate student employee union which is a large part of the reason <span class=\"\"truncated\"\"> that our stipend is higher than many others. However, this is the minimum stipend for individuals working in academic departments only, which means that graduate students working in program offices have a lower minimum stipend. Living on this pay in the Albany area is much easier than in some of the other SUNY cities, especially Stony Brook, but I still live relatively pay check to pay check and any unexpected large expenses like a car problem really hit me hard. </span>"	NA	"$18,000"	NA	"$600"	"University at Albany--SUNY"	"Albany, NY"	"Albany-Schenectady-Troy, NY"	147	36441.6	12875.2	0.0375118708452042	0
"Psychology"	"Arts and Sciences"	"University at Albany - SUNY"	"Psychology"	"18000"	"0.79"	"2020-2021"	"1st"	NA	NA	"$18,000"	NA	NA	"University at Albany--SUNY"	"Albany, NY"	"Albany-Schenectady-Troy, NY"	147	36441.6	12875.2	0.0375118708452042	0
"Psychology"	"Arts and Sciences"	"University at Albany - SUNY"	"Psychology"	"16000"	"0.70"	"2020-2021"	"3rd"	"I&#39;m international so I have higher fees."	NA	"$18,000"	NA	"$2,000"	"University at Albany--SUNY"	"Albany, NY"	"Albany-Schenectady-Troy, NY"	147	36441.6	12875.2	0.0375118708452042	0
"Psychology"	"Arts and Sciences"	"University at Albany - SUNY"	"Psychology"	"17627"	"0.77"	"2021-2022"	"3rd"	"Required fees tend to be much higher - around $1200 a year. I only have 1 dissertation credit <span class=\"\"truncated\"\"> currently, which made it much lower this year. </span>"	NA	"$18,000"	NA	"$373"	"University at Albany--SUNY"	"Albany, NY"	"Albany-Schenectady-Troy, NY"	147	36441.6	12875.2	0.0375118708452042	0
"Psychology"	"Arts and Sciences"	"University at Buffalo - SUNY"	"Psychology"	"26000"	"1.24"	"2021-2022"	"4th"	"Also receive a $7500/year fellowship; this is the first year that fees are covered by the university"	NA	"$20,200"	"$6,000"	"$200"	"University at Buffalo--SUNY"	"Buffalo, NY"	"Buffalo-Cheektowaga-Niagara Falls, NY"	79	35464	12875.2	0.0361552028218695	0
"Psychology"	"Arts and Sciences"	"University at Buffalo - SUNY"	"Psychology"	"20000"	"0.95"	"2022-2023"	"1st"	NA	NA	"$20,000"	NA	NA	"University at Buffalo--SUNY"	"Buffalo, NY"	"Buffalo-Cheektowaga-Niagara Falls, NY"	79	35464	12875.2	0.0361552028218695	0
"Psychology"	"Arts and Sciences"	"University of Akron"	"Psychology"	"14000"	"0.71"	"2020-2021"	"1st"	NA	NA	"$14,000"	NA	NA	"University of Akron"	"Akron, OH"	"Akron, OH"	NA	31345.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Akron"	"Psychology"	"10100"	"0.51"	"2022-2023"	"2nd"	NA	NA	"$10,900"	NA	"$800"	"University of Akron"	"Akron, OH"	"Akron, OH"	NA	31345.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Alabama"	"Psychology"	"14000"	"0.67"	"2020-2021"	"1st"	NA	NA	"$14,000"	NA	NA	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Alabama"	"Psychology"	"13550"	"0.64"	"2019-2020"	"2nd"	NA	NA	"$13,750"	NA	"$200"	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Alabama"	"Psychology"	"14004"	"0.67"	"2021-2022"	"1st"	NA	NA	"$14,004"	NA	NA	"University of Alabama"	"Tuscaloosa, AL"	"Tuscaloosa, AL"	153	32760	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Alabama - Birmingham"	"Psychology"	"20000"	"0.93"	"2015-2016"	"2nd"	NA	"$20,000"	NA	NA	NA	"University of Alabama--Birmingham"	"Birmingham, AL"	"Birmingham-Hoover, AL"	166	35547.2	12875.2	0.029708853238265	0
"Psychology"	"Arts and Sciences"	"University of Arizona"	"Psychology"	"18000"	"0.87"	"2017-2018"	"1st"	"Summer funding dependent on advisor, or by teaching an online summer course."	NA	"$18,000"	NA	NA	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	117	32156.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Arizona"	"Psychology"	"17100"	"0.83"	"2021-2022"	"3rd"	"rough estimate"	NA	"$18,500"	NA	"$1,400"	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	117	32156.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Arizona"	"Psychology"	"18000"	"0.87"	"2022-2023"	"3rd"	NA	NA	"$18,500"	NA	"$500"	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	117	32156.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"27000"	"1.04"	"2017-2018"	"1st"	NA	"$27,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"27000"	"1.04"	"2016-2017"	"1st"	"Does not include health insurance which is covered by my program."	"$27,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"26875"	"1.04"	"2016-2017"	"1st"	"Not sure what my required fees are yet exactly, my program has not yet started."	"$27,000"	NA	NA	"$125"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"40610"	"1.57"	"2016-2017"	"4th"	"This was a T32 fellowship on top of serving as a TA every quarter."	"$41,000"	NA	NA	"$390"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"12000"	"0.46"	"2016-2017"	"4th"	NA	NA	"$12,000"	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"27000"	"1.04"	"2018-2019"	"1st"	NA	"$27,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"26400"	"1.02"	"2018-2019"	"4th"	NA	"$27,000"	NA	NA	"$600"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"26944"	"1.04"	"2019-2020"	"1st"	NA	"$27,000"	NA	NA	"$56"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"27000"	"1.04"	"2019-2020"	"1st"	NA	"$27,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"27000"	"1.04"	"2020-2021"	"1st"	NA	"$27,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"30000"	"1.16"	"2021-2022"	"3rd"	NA	"$30,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"26840"	"1.04"	"2020-2021"	"4th"	NA	"$27,000"	NA	NA	"$160"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"29800"	"1.15"	"2022-2023"	"2nd"	"In addition to gross pay, we have health insurance premium remission worth about 5k a year. <span class=\"\"truncated\"\">"	NA	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"29850"	"1.15"	"2022-2023"	"2nd"	NA	"$30,000"	NA	NA	"$150"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Los Angeles"	"Psychology"	"30000"	"1.16"	"2022-2023"	"1st"	NA	"$30,000"	NA	NA	NA	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	20	44969.6	12875.2	0.04970101680628	0
"Psychology"	"Arts and Sciences"	"University of California - Riverside"	"Psychology"	"22654"	"0.94"	"2016-2017"	"1st"	"Chancellor&#39;s Distinguished Fellowship.  $21,000 first year, $18,123 years 2-5.  Summer stipend of <span class=\"\"truncated\"\"> $2,699 for first two years.   Covers health insurance.  </span>"	NA	"$21,000"	"$2,699"	"$1,045"	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of California - Riverside"	"Psychology"	"18000"	"0.75"	"2018-2019"	"2nd"	"$18k during school year and $3-5k during summer; however, they don&#39;t pay you during the summer <span class=\"\"truncated\"\"> which makes it extremely difficult... they pay you after summer is over</span>"	"$18,000"	NA	NA	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of California - Riverside"	"Psychology"	"28120"	"1.17"	"2019-2020"	"1st"	NA	NA	"$25,000"	"$3,120"	NA	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of California - Riverside"	"Psychology"	"18527"	"0.77"	"2018-2019"	"5th"	NA	NA	"$19,643"	NA	"$1,116"	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of California - Riverside"	"Psychology"	"21300"	"0.88"	"2018-2019"	"4th"	NA	NA	"$20,000"	"$2,400"	"$1,100"	"University of California--Riverside"	"Riverside, CA"	"Riverside-San Bernardino-Ontario, CA"	91	37648	12875.2	0.0280423280423281	0
"Psychology"	"Arts and Sciences"	"University of California - Santa Cruz"	"Psychology"	"30000"	"1.11"	"2018-2019"	"1st"	NA	"$30,000"	NA	NA	NA	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	84	54579.2	12875.2	0.0606106106106106	0
"Psychology"	"Arts and Sciences"	"University of California - Santa Cruz"	"Psychology"	"19711"	"0.73"	"2018-2019"	"2nd"	"Monthly “take home” pay for TAship is about $2000 before enrollment fees ($300/quarter, ceases <span class=\"\"truncated\"\"> after advancing to candidacy). Very much worth unothing that in the area it is $850 - $1200 for a bedroom in a shared house/apartment, ~$1500 for a studio, 2k+ for a one-bedroom apartment. University housing is considered a good deal at $1100+no utilities for a bedroom in a four-person apartment and is in high demand. Rent is expected to continue going up due to increasing undergraduate enrollment and a shortage of university dorms severely impacting the local housing market, but TAship pay will only increase 2% per year due to the union contract being negotiated at the entire UC level. That said, the fact that there even is an active union is something.</span>"	NA	"$20,611"	NA	"$900"	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	84	54579.2	12875.2	0.0606106106106106	0
"Psychology"	"Arts and Sciences"	"University of California - Santa Cruz"	"Psychology"	"19983"	"0.74"	"2019-2020"	"1st"	"2 quarters of TA-ship at 7,303.83 per quarter, plus 1 quarter of fellowship at $6,000. Health <span class=\"\"truncated\"\"> insurance included. $312/quarter in required campus fees paid during TA-ships but not during fellowship. Some summer funding potentially available, but no guarantee."	NA	NA	NA	NA	"University of California--Santa Cruz"	"Santa Cruz, CA"	"Santa Cruz-Watsonville, CA"	84	54579.2	12875.2	0.0606106106106106	0
"Psychology"	"Arts and Sciences"	"University of Central Florida"	"Psychology"	"14000"	"0.60"	"2015-2016"	"1st"	NA	NA	"$10,000"	"$4,000"	NA	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	166	36628.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Central Florida"	"Psychology"	"24000"	"1.04"	"2016-2017"	"3rd"	NA	NA	"$16,000"	"$8,000"	NA	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	166	36628.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Central Florida"	"Psychology"	"19000"	"0.82"	"2022-2023"	"3rd"	NA	"$21,000"	NA	NA	"$2,000"	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	166	36628.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Chicago"	"Psychology"	"27000"	"1.11"	"2016-2017"	"1st"	NA	"$27,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Chicago"	"Psychology"	"27000"	"1.11"	"2017-2018"	"1st"	NA	"$30,000"	NA	NA	"$3,000"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Chicago"	"Psychology"	"29525"	"1.22"	"2018-2019"	"1st"	NA	NA	"$27,000"	"$3,000"	"$475"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Chicago"	"Psychology"	"29662"	"1.22"	"2019-2020"	"1st"	"+$27,000 for &#34;Stipend&#34;"	NA	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Chicago"	"Psychology"	"32000"	"1.32"	"2022-2023"	"5th"	NA	"$32,000"	NA	NA	NA	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	6	38313.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Cincinnati"	"Psychology"	"12540"	"0.65"	"2018-2019"	"1st"	NA	"$12,540"	NA	NA	NA	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Cincinnati"	"Psychology"	"17000"	"0.88"	"2020-2021"	"1st"	NA	"$17,000"	NA	NA	NA	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Cincinnati"	"Psychology"	"17000"	NA	"2020-2021"	"2nd"	NA	NA	"$17,000"	NA	NA	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Cincinnati"	"Psychology"	"13816"	"0.72"	"2021-2022"	"4th"	"This is the stipend amount after taxes. Therefore it may be closer to $15k after a tax refund if <span class=\"\"truncated\"\"> you file taxes regularly. </span>"	NA	"$14,000"	NA	"$184"	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	139	31782.4	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Colorado - Boulder"	"Psychology"	"13100"	"0.63"	"2014-2015"	NA	NA	NA	"$14,400"	NA	"$1,300"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	104	42286.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Colorado - Boulder"	"Psychology"	"28348"	"1.11"	"2020-2021"	"2nd"	NA	NA	"$21,451"	"$6,897"	NA	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	104	42286.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Colorado - Boulder"	"Psychology"	"36000"	"1.41"	"2020-2021"	"4th"	NA	"$36,000"	NA	NA	NA	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	104	42286.4	12875.2	0.0315860215053764	0
"Psychology"	"Arts and Sciences"	"University of Colorado - Denver"	"Psychology"	"15000"	"0.78"	"2014-2015"	"1st"	NA	NA	"$15,000"	NA	NA	"University of Colorado--Denver"	"Denver, CO"	"Denver-Aurora-Lakewood, CO"	254	40809.6	12875.2	0.0326164874551971	0
"Psychology"	"Arts and Sciences"	"University of Denver"	"Psychology"	"20000"	"0.89"	"2016-2017"	"1st"	"Summer funding optional"	NA	"$20,000"	NA	NA	"University of Denver"	"Denver, CO"	"Denver-Aurora-Lakewood, CO"	97	40809.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Denver"	"Psychology"	"21600"	"0.96"	"2021-2022"	"5th"	NA	NA	"$21,600"	NA	NA	"University of Denver"	"Denver, CO"	"Denver-Aurora-Lakewood, CO"	97	40809.6	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"14100"	"0.62"	"2016-2017"	"2nd"	NA	NA	"$15,500"	NA	"$1,400"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"24200"	"1.07"	"2016-2017"	"1st"	NA	"$25,000"	NA	NA	"$800"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"21100"	"0.93"	"2019-2020"	NA	"19100 base and 2000 for a &#34;Grinter&#34; award."	"$21,100"	NA	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"19100"	"0.84"	"2019-2020"	"1st"	"Tuition waiver + health insurance"	NA	"$19,100"	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"31000"	"1.36"	"2019-2020"	"1st"	"Graduate School Funding (GSF) award for 4 years"	"$31,000"	NA	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"27500"	"1.21"	"2020-2021"	"3rd"	NA	"$30,000"	NA	NA	"$2,500"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"23200"	"1.02"	"2020-2021"	"3rd"	"NIH fellowship"	"$25,000"	NA	NA	"$1,800"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"23200"	"1.02"	"2018-2019"	"1st"	"Semester pay was TAship, summer pay was a fellowship"	NA	"$19,000"	"$6,000"	"$1,800"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"18648"	"0.82"	"2021-2022"	"1st"	NA	NA	"$19,200"	NA	"$552"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"29500"	"1.30"	"2021-2022"	"3rd"	NA	"$31,000"	NA	NA	"$1,500"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"26000"	"1.14"	"2020-2021"	"3rd"	NA	"$26,000"	NA	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"18363"	"0.81"	"2020-2021"	"1st"	NA	NA	"$19,100"	NA	"$737"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"18400"	"0.81"	"2021-2022"	"1st"	"700 fees per semester"	NA	NA	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Florida"	"Psychology"	"27000"	"1.19"	"2021-2022"	"1st"	"$2000 extra per year with supplemental fellowship"	"$27,000"	NA	NA	NA	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	34	31740.8	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Georgia"	"Psychology"	"11000"	"0.52"	"2019-2020"	"1st"	NA	NA	"$13,000"	NA	"$2,000"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	50	33051.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Georgia"	"Psychology"	"18882"	"0.89"	"2020-2021"	"1st"	NA	NA	"$18,882"	NA	NA	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	50	33051.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Georgia"	"Psychology"	"17706"	"0.84"	"2021-2022"	"1st"	NA	NA	"$18,851"	NA	"$1,145"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	50	33051.2	12875.2	0	0
"Psychology"	"Arts and Sciences"	"University of Georgia"	"Psychology"	"17706"	"0.84"	"2021-2022"	"1st"	NA	NA	"$18,851"	NA	"$1,145"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	50	33051.2	12875.2	0	0
